Category,Message,,,
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,,,
ham,Or i go home first lar Ã¼ wait 4 me lor.. I put down my stuff first..,,,
ham,I need you to be in my strong arms...,,,
ham,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",,,
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",,,
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",,,
ham,"Tonight? Yeah, I'd be down for that",,,
spam,"Congratulations! Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",,,
ham,Blank is Blank. But wat is blank? Lol,,,
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,,,
ham,Then why you came to hostel.,,,
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,,,
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",,,
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,,,
ham,Cab is available.they pick up and drop at door steps.,,,
ham,Ya that one is slow as poo,,,
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,,,
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",,,
ham,I'm good. Have you registered to vote?,,,
ham,Dhoni have luck to win some big title.so we will win:),,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
ham,"Oops I did have it,  &lt;#&gt; ?",,,
ham,Dad says hurry the hell up,,,
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",,,
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,,,
ham,When did dad get back.,,,
ham,Lol enjoy role playing much?,,,
ham,No screaming means shouting..,,,
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",,,
ham,The basket's gettin full so I might be by tonight,,,
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,,,
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,,,
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",,,
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",,,
ham,"Sorry that took so long, omw now",,,
ham,"Hiya, probably coming home * weekend after next",,,
ham,If he started searching he will get job in few days.he have great potential and talent.,,,
ham,&lt;#&gt;  w jetton ave if you forgot,,,
ham,So the sun is anti sleep medicine.,,,
ham,Where's my boytoy? I miss you ... What happened?,,,
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",,,
ham,Y Ã¼ wan to go there? C doctor?,,,
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,,,
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,,,
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890Â£1.50 per msg,,,
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",,,
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,,,
ham,No my mum went 2 dentist.,,,
ham,Wat time r Ã¼ going to xin's hostel?,,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,,,
ham,K.k:)apo k.good movie.,,,
ham,Well I might not come then...,,,
ham,Great. Never been better. Each day gives even more reasons to thank God,,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
ham,Sure! I am driving but will reach my destination soon.,,,
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",,,
ham,Did you get any gift? This year i didnt get anything. So bad,,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,,,
ham,You'd like that wouldn't you? Jerk!,,,
ham,How are you doing. How's the queen. Are you going for the royal wedding,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",,,
ham,Yup. Thk of u oso boring wat.,,,
ham,This phone has the weirdest auto correct.,,,
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",,,
ham,Lol great now im getting hungry.,,,
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
ham,Pls send me the correct name da.,,,
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",,,
ham,Po de :-):):-):-):-). No need job aha.,,,
ham,"I wake up long ago already... Dunno, what other thing?",,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
ham,Do you think i can move  &lt;#&gt;  in a week,,,
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,,,
ham,Y bishan lei... I tot Ã¼ say lavender?,,,
ham,Ok lor then we go tog lor...,,,
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",,,
ham,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",,,
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,,,
spam,"Win the newest Â“Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,,,
ham,I am on the way to tirupur.,,,
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,,,
ham,Where to get those?,,,
ham,Wot is u up 2 then bitch?,,,
ham,You still coming tonight?,,,
ham,Tell them the drug dealer's getting impatient,,,
ham,Pls she needs to dat slowly or she will vomit more.,,,
ham,"Lol, oh you got a friend for the dog ?",,,
ham,How? Izzit still raining?,,,
ham,K:)k..its good:)when are you going?,,,
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",,,
ham,Arun can u transfr me d amt,,,
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,,,
ham,Ard 530 lor. I ok then message Ã¼ lor.,,,
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,,,
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,,,
ham,Dear are you angry i was busy dear,,,
ham,"Alright, I'll head out in a few minutes, text me where to meet you",,,
ham,Thats cool princess! I will cover your face in hot sticky cum :),,,
ham,Sos! Any amount i can get pls.,,,
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,,,
ham,I have to take exam with march 3,,,
ham,Ill be there on  &lt;#&gt;  ok.,,,
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",,,
ham,I am sorry it hurt you.,,,
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",,,
ham,Well i will watch shrek in 3D!!B),,,
ham,That depends. How would you like to be treated? :),,,
ham,Ma head dey swell oh. Thanks for making my day,,,
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,,,
ham,What happen dear. Why you silent. I am tensed,,,
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,,,
ham,I plane to give on this month end.,,,
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,,,
ham,Whatsup there. Dont u want to sleep,,,
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,,,
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,,,
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,,,
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,,,
ham,K I'll call you when I'm close,,,
ham,Host-based IDPS for linux systems.,,,
ham,Whatsup there. Dont u want to sleep,,,
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",,,
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",,,
ham,Ok... Then r we meeting later?,,,
spam,You are a winner U have been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,,,
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",,,
ham,Ok I'm gonna head up to usf in like fifteen minutes,,,
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,
ham,"No my blankets are sufficient, thx",,,
ham,"K, can that happen tonight?",,,
spam,"Dear Member,We have faced some problems with your account Please update the account.If you do not update will beClosed.To Update your account, just confirm your informations.(It only takes a minute.)It's easy:1. Click the link below to open a secure browser window.2. Confirm that you're the owner of the account, and then follow the instructions.Relog in your account now",,,
ham,I tot u reach liao. He said t-shirt.,,,
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,,,
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",,,
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",,,
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",,,
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50,,,
ham,Hey now am free you can call me.,,,
spam,Urgent Please call 09066612661 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ â€œ,,,
ham,Sent me ur email id soon,,,
ham,My sister cleared two round in birla soft yesterday.,,,
ham,Not..tel software name..,,,
ham,I think chennai well settled?,,,
ham,"Haha get used to driving to usf man, I know a lot of stoners",,,
ham,Wait 2 min..stand at bus stop,,,
ham,"I av a new number,  . Wil u only use this one,ta.",,,
ham,"sorry, no, have got few things to do. may be in pub later.",,,
ham,I've not sent it. He can send me.,,,
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",,,
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps,,,
ham,What's nannys address?,,,
ham,If you r @ home then come down within 5 min,,,
ham,I was slept that time.you there?,,,
ham,Argh why the fuck is nobody in town ;_;,,,
